FreqRangeHzY,StrongestFreqHzY,LengthSecY,FreqRangeHzZ,StrongestFreqHzZ,LengthSecZ,FingerString
51.4288028875723,13.7143474366859,0.291665354,51.4288028875723,6.85717371834297,0.291665354,M
51.4288028875723,13.7143474366859,0.291665354,51.4288028875723,6.85717371834297,0.291665354,M
51.43968498721,6.85862466496133,0.291603652,51.43968498721,6.85862466496133,0.291603652,M
51.4288028875723,6.85717371834297,0.291665354,51.4233635641574,6.85644847522099,0.291696205,M
51.4233635641575,13.712896950442,0.291696205,51.4288028875723,6.85717371834297,0.291665354,M
51.4342433618014,6.85789911490685,0.291634503,51.4342433618014,6.85789911490685,0.291634503,M
51.4505716930274,6.86007622573698,0.29154195,51.4505716930274,6.86007622573698,0.29154195,M
51.4560167741675,6.86080223655566,0.291511099,51.4560167741675,6.86080223655566,0.291511099,M
51.4560167741675,6.86080223655566,0.291511099,51.4560167741675,6.86080223655566,0.291511099,M
51.4723589349046,6.86298119132061,0.291418546,51.4560167741675,6.86080223655566,0.291511099,M
51.4723589349046,6.86298119132061,0.291418546,51.4723589349046,6.86298119132061,0.291418546,M
51.46691039474,6.86225471929866,0.291449397,51.4723589349046,6.86298119132061,0.291418546,M
51.4614630079497,13.7230568021199,0.291480248,51.46691039474,6.86225471929866,0.291449397,M
51.46691039474,6.86225471929866,0.291449397,51.4614630079497,6.86152840105996,0.291480248,M
51.46691039474,13.7245094385973,0.291449397,51.4614630079497,6.86152840105996,0.291480248,M
51.4669103947401,6.86225471929868,0.291449396999999,51.4669103947401,6.86225471929868,0.291449396999999,M
51.4669103947398,13.7245094385973,0.291449397000001,51.4614630079498,6.86152840105998,0.291480247999999,M
51.4560167741676,6.86080223655568,0.291511098999999,51.4669103947398,6.86225471929864,0.291449397000001,M
51.4560167741673,6.86080223655564,0.291511099000001,51.4560167741676,6.86080223655568,0.291511098999999,M
51.4669103947401,6.86225471929868,0.291449396999999,51.4560167741676,6.86080223655568,0.291511098999999,M
51.4723589349047,6.86298119132063,0.291418545999999,51.4669103947398,6.86225471929864,0.291449397000001,M
51.47780862881,6.86370781717466,0.291387694999999,51.4778086288096,6.86370781717462,0.291387695000001,M
51.4723589349044,6.86298119132059,0.291418546000001,51.4723589349047,6.86298119132063,0.291418545999999,M
51.4669103947398,10.293382078948,0.291449397000001,51.4723589349047,6.86298119132063,0.291418545999999,M
51.4614630079498,6.86152840105998,0.291480247999999,51.4614630079498,6.86152840105998,0.291480247999999,M
51.4614630079495,6.86152840105994,0.291480248000001,51.4560167741676,6.86080223655568,0.291511098999999,M
51.4614630079498,6.86152840105998,0.291480247999999,51.4614630079498,6.86152840105998,0.291480247999999,M
51.4614630079498,6.86152840105998,0.291480247999999,51.4614630079498,6.86152840105998,0.291480247999999,M
51.47780862881,6.86370781717466,0.291387694999999,51.4778086288096,6.86370781717462,0.291387695000001,M
51.4614630079495,13.7230568021199,0.291480248000001,51.4614630079498,6.86152840105998,0.291480247999999,M
