-0.07304809,0.54247195,9.503437,62697774067707
0.122145995,0.3927832,9.661509,62697783816623
0.18202148,-0.05029541,9.912986,62697793534688
0.14250366,-0.25985962,9.897418,62697803283604
0.1844165,-0.2323169,9.715397,62697813032520
0.16286133,0.028740235,9.538165,62697822750585
0.17363891,0.22752686,9.214838,62697832499501
0.2586621,0.35925293,9.2184305,62697842248417
0.23950195,0.2945874,9.2328005,62697851966482
0.24429199,0.33410522,9.291478,62697861715398
0.2706372,0.25506958,9.371712,62697871433463
0.19878662,0.09699829,9.504635,62697881182379
0.2323169,-0.0011975098,9.489067,62697890900444
0.25387207,-0.07903565,9.508227,62697900649360
0.08981323,0.0119750975,9.522597,62697910367425
0.11496094,0.07664063,9.519005,62697920116341
0.12813355,0.17842895,9.315429,62697929865257
0.15687378,0.19040406,9.265133,62697939583322
0.1472937,0.14250366,9.201665,62697949332238
0.2323169,0.10298584,9.46392,62697959050303
0.11256592,0.020357667,9.489067,62697968799219
0.09101074,0.0071850587,9.529782,62697978517284
-0.019160157,-0.05269043,9.539363,62697988266200
0.020357667,-0.17004639,9.505833,62697998015116
0.09699829,-0.009580079,9.437574,62698007764032
0.24908203,-0.038320314,9.484278,62698017482097
0.32332763,0.0,9.568103,62698027231013
0.31494507,0.0071850587,9.47829,62698036979929
0.26345214,0.11136841,9.456735,62698046697994
0.22632934,0.11136841,9.571695,62698056446910
0.19160156,0.22872436,9.477093,62698066195826
0.17603393,0.30296996,9.392069,62698075913891
0.30177248,0.2802173,9.448352,62698085662807
0.28620484,0.31374756,9.412427,62698095411723
0.31494507,0.28620484,9.286688,62698105129788
0.28620484,0.25027955,9.479487,62698114878704
0.4035608,0.29937744,9.431587,62698124627620
0.40954834,0.24908203,9.510623,62698134345685
0.4155359,0.37242553,9.444759,62698144094601
0.44547364,0.39877075,9.524993,62698153843517
0.39877075,0.42511597,9.407637,62698163561582
0.3329077,0.46343628,9.359736,62698173310498
0.4263135,0.53648436,9.314231,62698183059414
0.33769774,0.4179309,9.400452,62698192777479
0.432301,0.47421387,9.441167,62698202526395
0.3305127,0.41194335,9.467512,62698212275311
0.39757323,0.3939807,9.524993,62698221993376
0.33769774,0.38080812,9.475895,62698231742292
0.3676355,0.4035608,9.570498,62698241491208
0.35087037,0.5616321,9.395661,62698251240124
0.3580554,0.7268884,9.363329,62698260958189
0.27542725,0.7101233,9.304651,62698270707105
0.32332763,0.5508545,9.278306,62698280456021
0.26824218,0.44786865,9.499845,62698290174086
0.20836669,0.4778064,9.59325,62698299923002
0.33889526,0.40595582,9.477093,62698309671918
0.3927832,0.61791503,9.393267,62698319389983
0.36404297,0.5783972,9.425599,62698329138899
0.38440064,0.7089258,9.230405,62698338887815
0.45984375,0.6622229,9.26154,62698348605880
0.5149292,0.63468015,9.16095,62698358354796
0.6011499,0.554447,9.222023,62698368103712
0.52570677,0.49816406,9.251961,62698377821777
0.50774413,0.42751098,9.226812,62698387570693
0.5376819,0.44786865,9.326206,62698397319609
0.5185217,0.42032593,9.412427,62698407037674
0.6598279,0.43349853,9.329799,62698416786590
0.72928345,0.42032593,9.207653,62698426535506
0.737666,0.45026368,9.399254,62698436253571
0.7580237,0.4754114,9.382489,62698446002487
0.7089258,0.48738647,9.340576,62698455751403
0.65743285,0.55803955,9.244776,62698465469468
0.69575316,0.5771997,9.131012,62698475218384
0.69216067,0.4406836,9.017248,62698484967300
0.7209009,0.49576905,9.273516,62698494685365
0.6119275,0.3676355,9.481882,62698504434281
0.5233118,0.3580554,9.721384,62698514183197
0.39877075,0.43110353,9.588461,62698523901262
0.34967285,0.43110353,9.48308,62698533650178
0.42751098,0.4071533,9.568103,62698543399094
0.4790039,0.39877075,9.623188,62698553117159
0.38679564,0.32452515,9.489067,62698562866075
0.2802173,0.28740233,9.51182,62698572614991
0.42032593,0.20597167,9.547746,62698582333056
0.3412903,0.24309449,9.602831,62698592081972
0.23471192,0.22872436,9.598041,62698601830888
0.37242553,0.34967285,9.762099,62698611548953
0.32093263,0.3939807,9.56451,62698621297869
0.37362304,0.34488282,9.459129,62698631046785
0.34248778,0.36045045,9.528585,62698640764850
0.54247195,0.3065625,9.56451,62698650513766
0.5137317,0.37601808,9.544153,62698660262682
0.40236327,0.45864624,9.457932,62698669980747
0.31494507,0.4658313,9.386082,62698679729663
0.38919067,0.45744872,9.352551,62698689478579
0.33171022,0.41433838,9.344169,62698699196644
0.4179309,0.46942383,9.465117,62698708945560
0.3436853,0.48379394,9.524993,62698718694476
0.4790039,0.55923706,9.52619,62698728412541
0.4406836,0.59635985,9.484278,62698738161457
0.48020142,0.5604346,9.437574,62698747910373
0.38440064,0.5676196,9.354946,62698757628438
0.3556604,0.53169435,9.352551,62698767377354
0.37601808,0.5125342,9.378897,62698777126270
0.33410522,0.49457154,9.442365,62698786844335
0.39996827,0.5879773,9.378897,62698796593251
0.29817992,0.6382727,9.263935,62698806342167
0.36045045,0.6502478,9.287886,62698816091083
0.26704466,0.63108766,9.291478,62698825809148
0.2945874,0.60234743,9.413624,62698835558064
0.37003052,0.45864624,9.382489,62698845306980
0.3329077,0.4035608,9.496252,62698855025045
0.24788453,0.35925293,9.444759,62698864773961
0.26704466,0.42272094,9.418414,62698874492026
0.30416748,0.43469605,9.3872795,62698884240942
0.37003052,0.49337402,9.280701,62698893959007
0.4179309,0.4646338,9.353748,62698903707923
0.4035608,0.41912842,9.457932,62698913456839
0.4430786,0.51013917,9.475895,62698923174904
0.4263135,0.5903723,9.552535,62698932923820
0.42032593,0.5041516,9.524993,62698942672736
